date,time,gas,selected_lag_s,row_lag,hdi_low_s,hdi_high_s,hdi_range_s,reliability_class,best_combination,edge_pinned,fallback_used,raw_covariance
2025-06-05,22:00,gas4,    0.2000,       2,   -4.0000,   10.0000,   14.0000,prefiltered,tc,F,T,  -9999.000000
2025-06-05,22:30,co2,    0.6000,       6,   -6.6000,    9.5000,   16.1000,prefiltered,cw,F,T,  -9999.000000
2025-06-05,22:30,h2o,    4.5000,      45,   -6.6000,   10.0000,   16.6000,prefiltered,ct,F,T,  -9999.000000
2025-06-05,22:30,gas4,    1.0000,      10,   -7.8000,   10.0000,   17.8000,prefiltered,tc,F,T,  -9999.000000
2025-06-05,23:00,co2,   -1.5000,     -15,   -5.8000,    8.4000,   14.2000,prefiltered,ct,F,T,  -9999.000000
2025-06-05,23:00,h2o,   -6.2000,     -62,   -6.2000,   10.0000,   16.2000,prefiltered,wc,F,T,  -9999.000000
2025-06-05,23:00,gas4,   -2.4000,     -24,   -5.0000,    1.1000,    6.1000,prefiltered,ct,F,T,  -9999.000000
2025-06-05,23:30,co2,   -6.2000,     -62,   -6.4000,   10.0000,   16.4000,prefiltered,wc,F,T,  -9999.000000
2025-06-05,23:30,h2o,    1.6000,      16,   -5.8000,    6.4000,   12.2000,prefiltered,ct,F,T,  -9999.000000
2025-06-05,23:30,gas4,   -1.1000,     -11,   -8.7000,    6.4000,   15.1000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,00:00,co2,    7.2000,      72,   -6.6000,   10.0000,   16.6000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,00:00,h2o,    7.8000,      78,   -7.1000,    8.9000,   16.0000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,00:00,gas4,   -1.5000,     -15,   -3.5000,    9.6000,   13.1000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,00:30,co2,   10.0000,     100,   -5.2000,   10.0000,   15.2000,edge_pinned,wc,T,T,  -9999.000000
2025-06-06,00:30,h2o,   -1.5000,     -15,  -10.0000,    6.4000,   16.4000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,00:30,gas4,   -0.6000,      -6,   -4.7000,   10.0000,   14.7000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,01:00,co2,   -4.1000,     -41,   -9.6000,    8.3000,   17.9000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,01:00,h2o,    1.5000,      15,  -10.0000,    6.2000,   16.2000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,01:00,gas4,    1.0000,      10,  -10.0000,    3.9000,   13.9000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,01:30,co2,    1.4000,      14,   -1.5000,   10.0000,   11.5000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,01:30,h2o,    1.2000,      12,   -7.5000,    9.9000,   17.4000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,01:30,gas4,    8.2000,      82,   -7.6000,   10.0000,   17.6000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,02:00,co2,   -4.6000,     -46,   -7.1000,    7.8000,   14.9000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,02:00,h2o,    2.1000,      21,   -8.3000,    8.8000,   17.1000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,02:00,gas4,    2.7000,      27,   -9.9000,    7.4000,   17.3000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,02:30,co2,   -1.1000,     -11,   -8.3000,    9.0000,   17.3000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,02:30,h2o,   -4.0000,     -40,   -5.0000,    8.6000,   13.6000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,02:30,gas4,    0.7000,       7,   -5.1000,    9.9000,   15.0000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,03:00,co2,    4.5000,      45,   -8.6000,    7.2000,   15.8000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,03:00,h2o,   -5.9000,     -59,   -8.8000,    8.2000,   17.0000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,03:00,gas4,    0.3000,       3,   -5.2000,   10.0000,   15.2000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,03:30,co2,   -2.3000,     -23,   -6.1000,   10.0000,   16.1000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,03:30,h2o,   -6.6000,     -66,   -6.9000,    7.6000,   14.5000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,03:30,gas4,    3.0000,      30,   -6.4000,   10.0000,   16.4000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,04:00,co2,   -1.7000,     -17,   -8.9000,    8.7000,   17.6000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,04:00,h2o,   -7.8000,     -78,   -8.0000,    8.9000,   16.9000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,04:00,gas4,   -1.7000,     -17,   -7.9000,    8.8000,   16.7000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,04:30,co2,   -0.9000,      -9,   -5.7000,    6.6000,   12.3000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,04:30,h2o,    2.0000,      20,  -10.0000,    6.6000,   16.6000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,04:30,gas4,   -1.7000,     -17,   -6.7000,    6.9000,   13.6000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,05:00,co2,    2.3000,      23,   -7.9000,    6.3000,   14.2000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,05:00,h2o,    2.6000,      26,   -7.8000,    9.5000,   17.3000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,05:00,gas4,   -4.4000,     -44,   -7.7000,    9.4000,   17.1000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,05:30,co2,   -6.4000,     -64,   -8.2000,   10.0000,   18.2000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,05:30,h2o,   -0.7000,      -7,   -5.6000,   10.0000,   15.6000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,05:30,gas4,    3.5000,      35,   -7.6000,    8.4000,   16.0000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,06:00,co2,    6.0000,      60,   -5.2000,    8.8000,   14.0000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,06:00,h2o,   -2.2000,     -22,   -7.7000,   10.0000,   17.7000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,06:00,gas4,    2.6000,      26,   -8.2000,    9.4000,   17.6000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,06:30,co2,   -7.1000,     -71,   -8.5000,   10.0000,   18.5000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,06:30,h2o,   -3.6000,     -36,   -6.8000,   10.0000,   16.8000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,06:30,gas4,    0.4000,       4,   -6.9000,    6.8000,   13.7000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,07:00,co2,    0.9000,       9,   -1.0000,    7.5000,    8.5000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,07:00,h2o,    2.1000,      21,   -8.3000,    7.0000,   15.3000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,07:00,gas4,    2.7000,      27,  -10.0000,    6.6000,   16.6000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,07:30,co2,   -2.5000,     -25,   -6.4000,   10.0000,   16.4000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,07:30,h2o,   -4.8000,     -48,   -5.2000,    9.9000,   15.1000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,07:30,gas4,    0.6000,       6,   -5.0000,   10.0000,   15.0000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,08:00,co2,    1.7000,      17,   -7.0000,   10.0000,   17.0000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,08:00,h2o,   -0.7000,      -7,   -9.4000,    8.0000,   17.4000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,08:00,gas4,    3.4000,      34,   -7.3000,    4.5000,   11.8000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,08:30,co2,   -1.2000,     -12,   -5.4000,   10.0000,   15.4000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,08:30,h2o,   -1.3000,     -13,   -5.2000,    8.6000,   13.8000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,08:30,gas4,   -2.2000,     -22,   -9.3000,    7.6000,   16.9000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,09:00,co2,    1.9000,      19,  -10.0000,    5.7000,   15.7000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,09:00,h2o,    2.3000,      23,   -6.9000,   10.0000,   16.9000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,09:00,gas4,   -0.2000,      -2,  -10.0000,    6.7000,   16.7000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,09:30,co2,   -3.1000,     -31,   -7.3000,    8.7000,   16.0000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,09:30,h2o,   -1.1000,     -11,  -10.0000,    1.8000,   11.8000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,09:30,gas4,   -1.7000,     -17,   -6.9000,    9.5000,   16.4000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,10:00,co2,    2.7000,      27,  -10.0000,    4.4000,   14.4000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,10:00,h2o,    4.3000,      43,   -6.0000,    7.4000,   13.4000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,10:00,gas4,   -3.4000,     -34,  -10.0000,    7.2000,   17.2000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,10:30,co2,   -1.4000,     -14,   -5.6000,    9.6000,   15.2000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,10:30,h2o,   -0.6000,      -6,   -3.4000,   10.0000,   13.4000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,10:30,gas4,   -0.4000,      -4,   -6.9000,   10.0000,   16.9000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,11:00,co2,   -8.3000,     -83,   -8.7000,    8.7000,   17.4000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,11:00,h2o,   -3.0000,     -30,  -10.0000,    6.9000,   16.9000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,11:00,gas4,    2.7000,      27,   -4.9000,   10.0000,   14.9000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,11:30,co2,   -1.0000,     -10,   -7.9000,    7.1000,   15.0000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,11:30,h2o,   -3.0000,     -30,   -7.2000,   10.0000,   17.2000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,11:30,gas4,   -0.8000,      -8,  -10.0000,    7.9000,   17.9000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,12:00,co2,    4.2000,      42,   -9.0000,    7.4000,   16.4000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,12:00,h2o,   -3.2000,     -32,   -5.3000,   10.0000,   15.3000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,12:00,gas4,   -3.6000,     -36,   -5.7000,    6.0000,   11.7000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,12:30,co2,    3.6000,      36,   -8.4000,   10.0000,   18.4000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,12:30,h2o,    1.2000,      12,   -5.0000,   10.0000,   15.0000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,12:30,gas4,    4.8000,      48,   -8.5000,    6.6000,   15.1000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,13:00,co2,    4.5000,      45,   -9.6000,    4.8000,   14.4000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,13:00,h2o,   -0.8000,      -8,   -7.1000,   10.0000,   17.1000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,13:00,gas4,   -0.6000,      -6,   -8.0000,    8.6000,   16.6000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,13:30,co2,   -5.3000,     -53,   -6.5000,   10.0000,   16.5000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,13:30,h2o,    1.5000,      15,   -8.0000,    8.1000,   16.1000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,13:30,gas4,   -5.8000,     -58,   -9.4000,    7.9000,   17.3000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,14:00,co2,   -2.1000,     -21,   -4.9000,    9.5000,   14.4000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,14:00,h2o,   -2.1000,     -21,   -9.5000,    4.8000,   14.3000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,14:00,gas4,    0.8000,       8,   -6.3000,    9.8000,   16.1000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,14:30,co2,    1.3000,      13,   -7.7000,   10.0000,   17.7000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,14:30,h2o,   -3.4000,     -34,   -3.5000,   10.0000,   13.5000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,14:30,gas4,   -3.0000,     -30,   -7.6000,    4.6000,   12.2000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,15:00,co2,   -2.0000,     -20,   -5.6000,   10.0000,   15.6000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,15:00,h2o,    3.5000,      35,   -8.0000,    9.9000,   17.9000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,15:00,gas4,   -1.0000,     -10,   -8.9000,    6.8000,   15.7000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,15:30,co2,   -6.8000,     -68,   -6.9000,    8.0000,   14.9000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,15:30,h2o,   10.0000,     100,   -3.4000,   10.0000,   13.4000,edge_pinned,ct,T,T,  -9999.000000
2025-06-06,15:30,gas4,   -0.3000,      -3,   -6.6000,    7.2000,   13.8000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,16:00,co2,   -3.0000,     -30,   -7.1000,   10.0000,   17.1000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,16:00,h2o,    0.2000,       2,   -5.9000,    6.4000,   12.3000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,16:00,gas4,   -0.2000,      -2,   -5.7000,   10.0000,   15.7000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,16:30,co2,   -7.7000,     -77,   -9.4000,    7.0000,   16.4000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,16:30,h2o,   -0.4000,      -4,  -10.0000,    6.4000,   16.4000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,16:30,gas4,    2.1000,      21,  -10.0000,    7.8000,   17.8000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,17:00,co2,    8.1000,      81,   -9.0000,    8.2000,   17.2000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,17:00,h2o,   -2.7000,     -27,  -10.0000,    4.9000,   14.9000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,17:00,gas4,   -1.6000,     -16,   -9.6000,    6.7000,   16.3000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,17:30,co2,   -2.6000,     -26,   -7.2000,    9.0000,   16.2000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,17:30,h2o,    0.6000,       6,   -5.8000,   10.0000,   15.8000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,17:30,gas4,    3.4000,      34,  -10.0000,    8.4000,   18.4000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,18:00,co2,   -2.8000,     -28,   -9.2000,    8.5000,   17.7000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,18:00,h2o,   -1.2000,     -12,   -6.5000,   10.0000,   16.5000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,18:00,gas4,    5.6000,      56,   -4.6000,   10.0000,   14.6000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,18:30,co2,    0.7000,       7,  -10.0000,    9.0000,   19.0000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,18:30,h2o,    0.0000,       0,  -10.0000,    6.7000,   16.7000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,18:30,gas4,    1.0000,      10,   -7.6000,   10.0000,   17.6000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,19:00,co2,   -6.7000,     -67,   -7.5000,    9.7000,   17.2000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,19:00,h2o,    1.2000,      12,   -6.3000,    7.1000,   13.4000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,19:00,gas4,    4.7000,      47,   -9.9000,    7.6000,   17.5000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,19:30,co2,    0.1000,       1,  -10.0000,    7.9000,   17.9000,prefiltered,wc,F,T,  -9999.000000
2025-06-06,19:30,h2o,   -3.3000,     -33,  -10.0000,    4.0000,   14.0000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,19:30,gas4,    6.0000,      60,   -8.9000,    8.4000,   17.3000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,20:00,co2,    0.3000,       3,   -7.5000,    8.3000,   15.8000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,20:00,h2o,    0.1000,       1,   -7.4000,    6.3000,   13.7000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,20:00,gas4,    1.2000,      12,   -8.3000,    8.3000,   16.6000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,20:30,co2,   -1.6000,     -16,   -8.4000,    8.6000,   17.0000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,20:30,h2o,    3.2000,      32,   -7.0000,    9.7000,   16.7000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,20:30,gas4,    2.9000,      29,   -9.5000,    6.0000,   15.5000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,21:00,co2,    1.8000,      18,   -6.4000,   10.0000,   16.4000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,21:00,h2o,    3.0000,      30,   -8.4000,    9.2000,   17.6000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,21:00,gas4,   -1.8000,     -18,   -8.4000,    9.1000,   17.5000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,21:30,co2,  -10.0000,    -100,  -10.0000,    7.4000,   17.4000,edge_pinned,wc,T,T,  -9999.000000
2025-06-06,21:30,h2o,   -1.9000,     -19,  -10.0000,    9.1000,   19.1000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,21:30,gas4,   -2.1000,     -21,   -7.1000,   10.0000,   17.1000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,22:00,co2,   -3.4000,     -34,   -7.8000,    9.6000,   17.4000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,22:00,h2o,    3.4000,      34,   -2.4000,   10.0000,   12.4000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,22:00,gas4,   -7.8000,     -78,   -8.7000,    7.4000,   16.1000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,22:30,co2,    1.0000,      10,   -8.0000,    7.1000,   15.1000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,22:30,h2o,    1.8000,      18,   -8.2000,    7.9000,   16.1000,prefiltered,tc,F,T,  -9999.000000
2025-06-06,22:30,gas4,   -3.5000,     -35,   -8.1000,    9.7000,   17.8000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,23:00,co2,   -3.4000,     -34,   -6.3000,    8.3000,   14.6000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,23:00,h2o,   -2.6000,     -26,   -4.6000,   10.0000,   14.6000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,23:00,gas4,   -9.3000,     -93,  -10.0000,    5.3000,   15.3000,prefiltered,ct,F,T,  -9999.000000
2025-06-06,23:30,co2,    4.3000,      43,   -9.8000,    5.7000,   15.5000,prefiltered,cw,F,T,  -9999.000000
2025-06-06,23:30,h2o,  -10.0000,    -100,  -10.0000,    6.7000,   16.7000,edge_pinned,cw,T,T,  -9999.000000
2025-06-06,23:30,gas4,   -2.4000,     -24,   -8.6000,    7.2000,   15.8000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,00:00,co2,    1.2000,      12,   -5.2000,    2.5000,    7.7000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,00:00,h2o,   -3.8000,     -38,   -7.4000,    9.1000,   16.5000,prefiltered,tc,F,T,  -9999.000000
2025-06-07,00:00,gas4,    0.6000,       6,   -6.7000,   10.0000,   16.7000,prefiltered,wc,F,T,  -9999.000000
2025-06-07,00:30,co2,    5.7000,      57,   -8.2000,   10.0000,   18.2000,prefiltered,tc,F,T,  -9999.000000
2025-06-07,00:30,h2o,  -10.0000,    -100,  -10.0000,    5.7000,   15.7000,edge_pinned,ct,T,T,  -9999.000000
2025-06-07,00:30,gas4,    4.3000,      43,   -6.4000,    7.3000,   13.7000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,01:00,co2,   -1.4000,     -14,   -6.3000,    8.4000,   14.7000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,01:00,h2o,    3.2000,      32,   -6.6000,    9.7000,   16.3000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,01:00,gas4,    0.3000,       3,   -8.6000,   10.0000,   18.6000,prefiltered,tc,F,T,  -9999.000000
2025-06-07,01:30,co2,    1.9000,      19,   -7.4000,   10.0000,   17.4000,prefiltered,wc,F,T,  -9999.000000
2025-06-07,01:30,h2o,    1.6000,      16,  -10.0000,    5.6000,   15.6000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,01:30,gas4,    0.8000,       8,   -4.4000,   10.0000,   14.4000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,02:00,co2,   -2.2000,     -22,   -3.6000,   10.0000,   13.6000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,02:00,h2o,    3.0000,      30,   -7.0000,   10.0000,   17.0000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,02:00,gas4,   -1.0000,     -10,  -10.0000,    8.1000,   18.1000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,02:30,co2,   -1.6000,     -16,  -10.0000,    8.9000,   18.9000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,02:30,h2o,    1.3000,      13,   -7.1000,   10.0000,   17.1000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,02:30,gas4,   -1.9000,     -19,  -10.0000,    7.3000,   17.3000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,03:00,co2,   -2.7000,     -27,   -7.7000,   10.0000,   17.7000,prefiltered,wc,F,T,  -9999.000000
2025-06-07,03:00,h2o,   -0.2000,      -2,  -10.0000,    7.4000,   17.4000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,03:00,gas4,   -3.6000,     -36,   -6.6000,   10.0000,   16.6000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,03:30,co2,   -4.0000,     -40,   -7.2000,    8.4000,   15.6000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,03:30,h2o,    1.2000,      12,   -9.3000,    9.3000,   18.6000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,03:30,gas4,    1.7000,      17,   -8.4000,    9.4000,   17.8000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,04:00,co2,    4.2000,      42,   -7.9000,   10.0000,   17.9000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,04:00,h2o,   -1.8000,     -18,   -7.5000,   10.0000,   17.5000,prefiltered,wc,F,T,  -9999.000000
2025-06-07,04:00,gas4,   -0.1000,      -1,   -9.3000,    5.4000,   14.7000,prefiltered,tc,F,T,  -9999.000000
2025-06-07,04:30,co2,   10.0000,     100,   -8.4000,   10.0000,   18.4000,edge_pinned,wc,T,T,  -9999.000000
2025-06-07,04:30,h2o,    5.1000,      51,  -10.0000,    5.6000,   15.6000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,04:30,gas4,    5.8000,      58,   -7.2000,    7.8000,   15.0000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,05:00,co2,   -0.5000,      -5,   -6.5000,   10.0000,   16.5000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,05:00,h2o,   -7.2000,     -72,   -7.9000,    9.7000,   17.6000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,05:00,gas4,    0.1000,       1,  -10.0000,    7.9000,   17.9000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,05:30,co2,    2.6000,      26,   -7.5000,    8.8000,   16.3000,prefiltered,tc,F,T,  -9999.000000
2025-06-07,05:30,h2o,   -7.4000,     -74,  -10.0000,    8.3000,   18.3000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,05:30,gas4,    2.0000,      20,   -8.1000,   10.0000,   18.1000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,06:00,co2,    5.7000,      57,   -7.4000,    7.9000,   15.3000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,06:00,h2o,    2.2000,      22,   -9.9000,    6.7000,   16.6000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,06:00,gas4,   -6.5000,     -65,  -10.0000,    6.7000,   16.7000,prefiltered,wc,F,T,  -9999.000000
2025-06-07,06:30,co2,   -2.1000,     -21,  -10.0000,    7.8000,   17.8000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,06:30,h2o,   -8.4000,     -84,   -9.1000,    8.1000,   17.2000,prefiltered,tc,F,T,  -9999.000000
2025-06-07,06:30,gas4,    0.1000,       1,   -8.1000,    9.4000,   17.5000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,07:00,co2,   -1.5000,     -15,   -6.9000,   10.0000,   16.9000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,07:00,h2o,    1.0000,      10,   -6.6000,    6.0000,   12.6000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,07:00,gas4,    2.1000,      21,   -7.3000,   10.0000,   17.3000,prefiltered,tc,F,T,  -9999.000000
2025-06-07,07:30,co2,   -8.7000,     -87,  -10.0000,    7.3000,   17.3000,prefiltered,wc,F,T,  -9999.000000
2025-06-07,07:30,h2o,    1.2000,      12,   -7.0000,    8.8000,   15.8000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,07:30,gas4,    1.7000,      17,   -7.8000,    9.0000,   16.8000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,08:00,co2,    0.0000,       0,   -1.0000,    6.2000,    7.2000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,08:00,h2o,   -9.3000,     -93,   -9.4000,    7.9000,   17.3000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,08:00,gas4,    0.2000,       2,   -6.5000,    7.5000,   14.0000,prefiltered,tc,F,T,  -9999.000000
2025-06-07,08:30,co2,    0.0000,       0,   -7.1000,    9.2000,   16.3000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,08:30,h2o,   -4.7000,     -47,   -5.6000,   10.0000,   15.6000,prefiltered,tc,F,T,  -9999.000000
2025-06-07,08:30,gas4,    1.7000,      17,   -6.8000,   10.0000,   16.8000,prefiltered,tc,F,T,  -9999.000000
2025-06-07,09:00,co2,    3.8000,      38,  -10.0000,    6.0000,   16.0000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,09:00,h2o,   -3.4000,     -34,   -6.7000,    8.0000,   14.7000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,09:00,gas4,   -0.5000,      -5,   -0.8000,    8.8000,    9.6000,prefiltered,ct,F,T,  -9999.000000
2025-06-07,09:30,co2,    1.3000,      13,   -5.6000,   10.0000,   15.6000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,09:30,h2o,    1.1000,      11,   -6.7000,   10.0000,   16.7000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,09:30,gas4,    0.7000,       7,   -9.9000,    6.7000,   16.6000,prefiltered,cw,F,T,  -9999.000000
2025-06-07,10:00,co2,   -2.3000,     -23,  -10.0000,    8.6000,   18.6000,prefiltered,tc,F,T,  -9999.000000
